AndI     -V153  0 45 41.092 +38 02 04.47 0.569 25.350 1.200 24.592 0.739 25.454 1.321 25.106 0.986 24.576 0.752 RRab    ACS
AndI     -V154  0 45 41.105 +38 03 04.51 0.746 25.341 0.284 24.431 0.149 25.486 0.330 25.026 0.204 24.418 0.152 RRab    ACS
AndI     -V155  0 45 41.329 +38 03 16.49 0.575 25.390 1.055 24.610 0.510 25.515 1.150 25.111 0.893 24.597 0.520 RRab    ACS
AndI     -V156  0 45 41.481 +38 02 57.98 0.483 25.374 1.518 24.738 0.705 25.461 1.649 25.173 1.231 24.732 0.669 RRab    ACS
AndI     -V157  0 45 41.519 +38 01 34.56 0.355 25.221 0.607 24.631 0.363 25.308 0.651 25.009 0.494 24.615 0.365 RRc     ACS
AndI     -V158  0 45 41.548 +38 01 36.65 0.815 26.188 0.028 25.182 0.215 26.364 0.146 25.845 0.098 25.173 0.212 EB      ACS
AndI     -V159  0 45 41.570 +38 04 07.44 0.612 25.448 0.822 24.604 0.482 25.568 0.907 25.164 0.691 24.593 0.482 RRab    ACS
AndI     -V160  0 45 41.572 +38 03 09.97 0.509 25.419 1.400 24.761 0.716 25.528 1.443 25.206 1.096 24.749 0.718 RRab    ACS
AndI     -V161  0 45 41.633 +38 03 18.40 0.577 25.407 1.112 24.671 0.446 25.521 1.231 25.191 0.802 24.659 0.444 RRab    ACS
AndI     -V162  0 45 41.650 +38 03 18.57 0.350 25.368 0.486 24.761 0.264 25.450 0.533 25.175 0.388 24.744 0.261 RRc     ACS
AndI     -V163  0 45 41.710 +38 04 16.69 0.659 25.490 0.870 24.656 0.391 25.616 0.963 25.206 0.714 24.642 0.397 RRab    ACS
AndI     -V164  0 45 41.804 +38 03 30.96 0.520 25.393 1.101 24.668 0.687 25.497 1.184 25.156 0.871 24.653 0.686 RRab    ACS
AndI     -V165  0 45 41.875 +38 01 36.84 0.611 25.281 0.932 24.461 0.459 25.406 1.018 24.999 0.782 24.448 0.467 RRab    ACS
AndI     -V166  0 45 41.913 +38 02 13.67 0.522 25.370 1.201 24.614 0.749 25.478 1.295 25.086 1.313 24.599 0.745 RRab    ACS
AndI     -V167  0 45 41.915 +38 03 31.55 0.570 25.407 0.988 24.668 0.610 25.520 1.090 25.139 0.928 24.654 0.605 RRab    ACS
AndI     -V168  0 45 41.944 +38 00 37.31 0.434 25.337 0.340 24.626 0.202 25.442 0.370 25.092 0.282 24.609 0.203 RRc     ACS
AndI     -V169  0 45 41.965 +38 02 35.86 0.541 25.497 1.282 24.758 0.678 25.618 1.420 25.239 0.989 24.748 0.673 RRab    ACS
AndI     -V170  0 45 42.049 +38 01 10.84 0.592 25.442 0.893 24.641 0.564 25.565 0.971 25.165 0.737 24.624 0.566 RRab    ACS
AndI     -V171  0 45 42.136 +38 02 44.90 0.580 25.376 1.032 24.614 0.568 25.488 1.102 25.118 0.892 24.601 0.578 RRab    ACS
